Waypoint(Transform(Location(x=189.669998, y=294.578613, z=0.000000), Rotation(pitch=0.000000, yaw=90.039185, roll=0.000000)))
Waypoint(Transform(Location(x=166.817261, y=302.519257, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=164.817261, y=302.522003, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=162.817261, y=302.524750, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=160.817261, y=302.527496, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=158.817261, y=302.530243, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=156.817261, y=302.532990, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=154.817261, y=302.535736, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=152.817276, y=302.538483, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=150.817276, y=302.541229, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=148.817276, y=302.543976, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=146.817276, y=302.546722, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=144.817276, y=302.549469, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=142.817276, y=302.552216, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=140.817276, y=302.554962, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=138.817276, y=302.557709, z=0.000000), Rotation(pitch=360.000000, yaw=179.921280, roll=0.000000)))
Waypoint(Transform(Location(x=136.820328, y=302.559875, z=0.000000), Rotation(pitch=360.000000, yaw=180.008163, roll=0.000000)))
Waypoint(Transform(Location(x=134.820709, y=302.559204, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=132.820709, y=302.558533, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=130.820709, y=302.557861, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=128.820709, y=302.557190, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=126.820709, y=302.556519, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=124.820709, y=302.555817, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=122.820709, y=302.555145, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=120.820709, y=302.554474, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=118.820709, y=302.553802, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=116.820709, y=302.553101, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=114.820717, y=302.552429, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=112.820717, y=302.551758, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=110.820717, y=302.551086, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=108.820717, y=302.550415, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=106.820717, y=302.549713, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=104.820717, y=302.549042, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=102.820717, y=302.548370, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=100.820717, y=302.547699, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=98.820717, y=302.547028, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=96.820717, y=302.546326, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=94.820717, y=302.545654, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=92.820717, y=302.544983, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=90.820717, y=302.544312, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=88.820717, y=302.543640, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=86.820717, y=302.542938, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=84.820717, y=302.542267, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=82.820717, y=302.541595, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=80.820717, y=302.540924, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=78.820717, y=302.540253, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=76.820717, y=302.539551, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=74.820717, y=302.538879, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=72.820717, y=302.538208, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=70.820717, y=302.537537, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=68.820717, y=302.536835, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=66.820717, y=302.536163, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=64.820717, y=302.535492, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=62.820717, y=302.534821, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=60.820717, y=302.534149, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=58.820717, y=302.533447, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=56.820717, y=302.532776, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=54.820717, y=302.532104, z=0.000000), Rotation(pitch=360.000000, yaw=180.019424, roll=0.000000)))
Waypoint(Transform(Location(x=52.660667, y=302.531372, z=0.000000), Rotation(pitch=360.000000, yaw=-179.980560, roll=0.000000)))
Waypoint(Transform(Location(x=52.660667, y=302.531372, z=0.000000), Rotation(pitch=360.000000, yaw=-179.980560, roll=0.000000)))
Waypoint(Transform(Location(x=50.660671, y=302.530670, z=0.000000), Rotation(pitch=360.000000, yaw=-179.980560, roll=0.000000)))
Waypoint(Transform(Location(x=49.206917, y=302.364716, z=0.000000), Rotation(pitch=360.000000, yaw=-164.754028, roll=0.000000)))
Waypoint(Transform(Location(x=47.926758, y=301.800629, z=0.000000), Rotation(pitch=360.000000, yaw=-147.683624, roll=0.000000)))
Waypoint(Transform(Location(x=46.878441, y=300.893890, z=0.000000), Rotation(pitch=360.000000, yaw=-130.247101, roll=0.000000)))
Waypoint(Transform(Location(x=46.174862, y=299.730255, z=0.000000), Rotation(pitch=360.000000, yaw=-112.070648, roll=0.000000)))
Waypoint(Transform(Location(x=45.869377, y=298.405212, z=0.000000), Rotation(pitch=360.000000, yaw=-93.894196, roll=0.000000)))
Waypoint(Transform(Location(x=45.859249, y=295.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.859249, y=295.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.859074, y=293.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.858902, y=291.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.858727, y=289.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.858555, y=287.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.858379, y=285.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.858208, y=283.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.858032, y=281.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.857861, y=279.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.857685, y=277.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.857513, y=275.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.857338, y=273.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.857166, y=271.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.856991, y=269.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.856815, y=267.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.856644, y=265.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.856468, y=263.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.856297, y=261.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.856121, y=259.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855949, y=257.959808, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855774, y=255.959824, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855602, y=253.959824, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855427, y=251.959824, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855255, y=249.959824, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855076, y=247.899841, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.855076, y=247.899841, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=45.854900, y=245.899841, z=0.000000), Rotation(pitch=0.000000, yaw=-90.004967, roll=0.000000)))
Waypoint(Transform(Location(x=46.026463, y=244.435837, z=0.000000), Rotation(pitch=0.000000, yaw=284.922760, roll=0.000000)))
Waypoint(Transform(Location(x=46.585705, y=243.118805, z=0.000000), Rotation(pitch=0.000000, yaw=301.091400, roll=0.000000)))
Waypoint(Transform(Location(x=47.479385, y=242.021759, z=0.000000), Rotation(pitch=0.000000, yaw=-42.287724, roll=0.000000)))
Waypoint(Transform(Location(x=48.624123, y=241.268402, z=0.000000), Rotation(pitch=0.000000, yaw=-24.410526, roll=0.000000)))
Waypoint(Transform(Location(x=49.944859, y=240.902832, z=0.000000), Rotation(pitch=0.000000, yaw=-6.533329, roll=0.000000)))
Waypoint(Transform(Location(x=51.714500, y=240.874954, z=0.000000), Rotation(pitch=0.000000, yaw=0.034791, roll=0.000000)))
Waypoint(Transform(Location(x=54.718811, y=240.876785, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=54.718811, y=240.876785, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=56.718811, y=240.878006, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=58.718811, y=240.879211, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=60.718811, y=240.880432, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=62.718811, y=240.881638, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=64.718803, y=240.882858, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=66.718803, y=240.884079, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=68.718803, y=240.885284, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=70.718803, y=240.886505, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=72.718803, y=240.887711, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=74.718803, y=240.888931, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=76.718803, y=240.890137, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=78.718803, y=240.891357, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=80.718803, y=240.892578, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=82.718803, y=240.893784, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=84.718803, y=240.895004, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=86.718803, y=240.896210, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=88.718803, y=240.897430, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=90.718803, y=240.898651, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=92.718803, y=240.899857, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=94.718803, y=240.901077, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=96.718803, y=240.902283, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=98.718803, y=240.903503, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=100.718803, y=240.904724, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=102.718803, y=240.905930, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=104.718803, y=240.907150, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=106.718803, y=240.908356, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=108.718803, y=240.909576, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=110.718803, y=240.910797, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=112.718803, y=240.912003, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=114.718803, y=240.913223, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=116.718803, y=240.914429, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=118.718796, y=240.915649, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=120.718796, y=240.916855, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=122.718796, y=240.918076, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=124.978798, y=240.919449, z=0.000000), Rotation(pitch=360.000000, yaw=-359.965149, roll=0.000000)))
Waypoint(Transform(Location(x=124.978798, y=240.919449, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=126.978798, y=240.920654, z=0.000000), Rotation(pitch=360.000000, yaw=0.034805, roll=0.000000)))
Waypoint(Transform(Location(x=129.429993, y=240.667236, z=0.000000), Rotation(pitch=360.000000, yaw=-13.460846, roll=0.000000)))
Waypoint(Transform(Location(x=131.799789, y=239.739304, z=0.000000), Rotation(pitch=360.000000, yaw=-29.306976, roll=0.000000)))
Waypoint(Transform(Location(x=133.841812, y=238.179276, z=0.000000), Rotation(pitch=360.000000, yaw=-45.879013, roll=0.000000)))
Waypoint(Transform(Location(x=135.347992, y=236.001648, z=0.000000), Rotation(pitch=360.000000, yaw=-64.781021, roll=0.000000)))
Waypoint(Transform(Location(x=136.067490, y=233.453537, z=0.000000), Rotation(pitch=360.000000, yaw=-83.683044, roll=0.000000)))
Waypoint(Transform(Location(x=136.118866, y=230.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.118866, y=230.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.120895, y=228.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.122925, y=226.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.124954, y=224.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.126968, y=222.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.128998, y=220.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.131027, y=218.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.133057, y=216.182022, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.135086, y=214.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.137115, y=212.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.139145, y=210.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.141159, y=208.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.143188, y=206.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.145218, y=204.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.147247, y=202.182037, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.150314, y=199.162048, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.150314, y=199.162048, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.152344, y=197.162048, z=0.000000), Rotation(pitch=0.000000, yaw=-89.941917, roll=0.000000)))
Waypoint(Transform(Location(x=136.320953, y=195.652878, z=0.000000), Rotation(pitch=0.000000, yaw=-76.266663, roll=0.000000)))
Waypoint(Transform(Location(x=136.854446, y=194.262421, z=0.000000), Rotation(pitch=0.000000, yaw=-61.750263, roll=0.000000)))
Waypoint(Transform(Location(x=137.752594, y=193.009262, z=0.000000), Rotation(pitch=0.000000, yaw=-48.738857, roll=0.000000)))
Waypoint(Transform(Location(x=138.777832, y=192.127167, z=0.000000), Rotation(pitch=0.000000, yaw=-30.388266, roll=0.000000)))
Waypoint(Transform(Location(x=139.990509, y=191.677048, z=0.000000), Rotation(pitch=0.000000, yaw=-10.339217, roll=0.000000)))
Waypoint(Transform(Location(x=141.625320, y=191.617157, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=145.099075, y=191.618744, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=145.099075, y=191.618744, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=147.099075, y=191.619659, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=149.099075, y=191.620575, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=151.099075, y=191.621490, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=153.099075, y=191.622406, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=155.099075, y=191.623322, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=157.099075, y=191.624237, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=159.099075, y=191.625168, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=161.099075, y=191.626083, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=163.099075, y=191.626999, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=165.099075, y=191.627914, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=167.099075, y=191.628830, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=169.099075, y=191.629745, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=171.099075, y=191.630661, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=173.099075, y=191.631577, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=175.099075, y=191.632492, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=177.099075, y=191.633408, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=179.099075, y=191.634323, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=182.539063, y=191.635910, z=0.000000), Rotation(pitch=0.000000, yaw=0.026263, roll=0.000000)))
Waypoint(Transform(Location(x=182.539063, y=191.635910, z=0.000000), Rotation(pitch=0.000000, yaw=-359.973694, roll=0.000000)))
Waypoint(Transform(Location(x=184.539078, y=191.636826, z=0.000000), Rotation(pitch=0.000000, yaw=-359.973694, roll=0.000000)))
